gene	gene_id	transcript	canonical	mane_select	lof_hc_lc.obs	lof_hc_lc.exp	lof_hc_lc.possible	lof_hc_lc.oe	lof_hc_lc.mu	lof_hc_lc.pLI	lof_hc_lc.pNull	lof_hc_lc.pRec	lof.obs	lof.exp	lof.possible	lof.oe	lof.mu	lof.pLI	lof.pNull	lof.pRec	lof.oe_ci.lower	lof.oe_ci.upper	lof.oe_ci.upper_rank	lof.oe_ci.upper_bin_decile	lof.z_raw	lof.z_score	mis.obs	mis.exp	mis.possible	mis.oe	mis.mu	mis.oe_ci.lower	mis.oe_ci.upper	mis.z_raw	mis.z_score	mis_pphen.obs	mis_pphen.exp	mis_pphen.possible	mis_pphen.oe	syn.obs	syn.exp	syn.possible	syn.oe	syn.mu	syn.oe_ci.lower	syn.oe_ci.upper	syn.z_raw	syn.z_score	constraint_flags	level	transcript_type	chromosome	cds_length	num_coding_exons
SPG7	ENSG00000197912	ENST00000644781	false	false	101	7.7114e+01	368	1.3098e+00	1.1405e-06	5.1108e-43	9.9999e-01	1.3559e-05	95	7.1076e+01	337	1.3366e+00	1.0746e-06	5.9386e-41	9.9998e-01	1.9462e-05	1.1310e+00	1.5850e+00	NA	NA	-2.8377e+00	-2.4044e+00	1194	1.0559e+03	4774	1.1308e+00	8.3407e-06	1.0770e+00	1.1860e+00	-4.2503e+00	-1.5522e+00	354	3.7662e+02	1628	9.3994e-01	516	4.3885e+02	1531	1.1758e+00	3.2564e-06	1.0930e+00	1.2650e+00	-3.6828e+00	-2.0073e+00	[]	2	protein_coding	chr16	2340	17
SPG7	ENSG00000197912	ENST00000644901	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	422	3.1893e+02	1454	1.3232e+00	3.2807e-06	1.2210e+00	1.4340e+00	-5.7717e+00	-2.1078e+00	141	1.3908e+02	649	1.0138e+00	192	1.3557e+02	488	1.4163e+00	1.4577e-06	1.2580e+00	1.5960e+00	-4.8467e+00	-2.6417e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	834	6
SPG7	ENSG00000197912	ENST00000645042	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	750	6.5524e+02	2910	1.1446e+00	6.8083e-06	1.0770e+00	1.2160e+00	-3.7021e+00	-1.3520e+00	225	2.3095e+02	978	9.7422e-01	347	2.7567e+02	983	1.2588e+00	2.8180e-06	1.1520e+00	1.3760e+00	-4.2963e+00	-2.3417e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	1533	11
SPG7	ENSG00000197912	ENST00000645063	false	false	93	7.1492e+01	344	1.3008e+00	1.0743e-06	1.7572e-39	9.9996e-01	4.2078e-05	93	7.1492e+01	344	1.3008e+00	1.0743e-06	1.9280e-39	9.9996e-01	4.4129e-05	1.0990e+00	1.5460e+00	NA	NA	-2.5437e+00	-2.1552e+00	1130	9.9875e+02	4497	1.1314e+00	8.4664e-06	1.0770e+00	1.1880e+00	-4.1532e+00	-1.5167e+00	354	3.7073e+02	1612	9.5489e-01	489	4.1642e+02	1472	1.1743e+00	3.2667e-06	1.0900e+00	1.2650e+00	-3.5565e+00	-1.9385e+00	[]	2	protein_coding	chr16	2427	18
SPG7	ENSG00000197912	ENST00000645258	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123	1.3226e+02	548	9.2997e-01	2.2644e-06	8.0200e-01	1.0800e+00	8.0537e-01	2.9412e-01	93	1.0036e+02	410	9.2668e-01	66	5.6102e+01	181	1.1764e+00	1.0534e-06	9.6400e-01	1.4440e+00	-1.3215e+00	-7.2029e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	320	3
SPG7	ENSG00000197912	ENST00000645354	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	351	2.8705e+02	1335	1.2228e+00	3.2527e-06	1.1200e+00	1.3360e+00	-3.7747e+00	-1.3785e+00	79	7.2632e+01	357	1.0877e+00	151	1.1750e+02	420	1.2851e+00	1.4394e-06	1.1250e+00	1.4710e+00	-3.0904e+00	-1.6844e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	749	6
SPG7	ENSG00000197912	ENST00000645533	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	536	4.3329e+02	1987	1.2370e+00	5.7450e-06	1.1520e+00	1.3290e+00	-4.9343e+00	-1.8020e+00	117	1.1885e+02	568	9.8442e-01	246	1.7984e+02	660	1.3679e+00	2.5253e-06	1.2320e+00	1.5200e+00	-4.9333e+00	-2.6889e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	1017	7
SPG7	ENSG00000197912	ENST00000645818	true	true	99	7.7453e+01	369	1.2782e+00	1.1405e-06	1.5606e-41	9.9997e-01	3.0053e-05	93	7.1415e+01	338	1.3022e+00	1.0746e-06	1.8134e-39	9.9996e-01	4.3137e-05	1.1000e+00	1.5470e+00	15541	8	-2.5542e+00	-2.1641e+00	1214	1.0792e+03	4867	1.1249e+00	8.4638e-06	1.0720e+00	1.1790e+00	-4.1031e+00	-1.4984e+00	400	4.0409e+02	1763	9.8988e-01	526	4.4818e+02	1568	1.1736e+00	3.2564e-06	1.0920e+00	1.2610e+00	-3.6760e+00	-2.0036e+00	[]	2	protein_coding	chr16	2385	17
SPG7	ENSG00000197912	ENST00000645886	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	267	2.6784e+02	1164	9.9686e-01	5.2810e-06	9.0100e-01	1.1030e+00	5.1396e-02	1.8769e-02	114	1.1626e+02	487	9.8054e-01	129	1.1028e+02	386	1.1697e+00	1.9805e-06	1.0130e+00	1.3540e+00	-1.7825e+00	-9.7155e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	616	5
SPG7	ENSG00000197912	ENST00000645897	false	false	81	6.2090e+01	302	1.3046e+00	9.6133e-07	1.6401e-34	9.9983e-01	1.7289e-04	75	5.6052e+01	271	1.3380e+00	8.9549e-07	1.9057e-32	9.9975e-01	2.4815e-04	1.1100e+00	1.6210e+00	NA	NA	-2.5308e+00	-2.1443e+00	988	8.4386e+02	3883	1.1708e+00	7.6421e-06	1.1100e+00	1.2340e+00	-4.9619e+00	-1.8121e+00	307	3.1983e+02	1477	9.5990e-01	417	3.4500e+02	1222	1.2087e+00	2.9503e-06	1.1150e+00	1.3110e+00	-3.8763e+00	-2.1128e+00	[]	2	protein_coding	chr16	1923	14
SPG7	ENSG00000197912	ENST00000646263	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	771	6.5710e+02	2948	1.1733e+00	7.0693e-06	1.1050e+00	1.2450e+00	-4.4433e+00	-1.6227e+00	217	2.1339e+02	927	1.0169e+00	363	2.7500e+02	990	1.3200e+00	2.8657e-06	1.2110e+00	1.4400e+00	-5.3065e+00	-2.8922e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	1467	10
SPG7	ENSG00000197912	ENST00000646303	false	false	95	7.5579e+01	361	1.2570e+00	1.1319e-06	1.9235e-39	9.9993e-01	6.9729e-05	89	6.9541e+01	330	1.2798e+00	1.0661e-06	2.2350e-37	9.9990e-01	1.0009e-04	1.0770e+00	1.5260e+00	NA	NA	-2.3334e+00	-1.9771e+00	1067	1.0151e+03	4613	1.0511e+00	8.2537e-06	9.9900e-01	1.1060e+00	-1.6292e+00	-5.9497e-01	331	3.5845e+02	1541	9.2343e-01	452	4.1263e+02	1441	1.0954e+00	3.0182e-06	1.0130e+00	1.1840e+00	-1.9379e+00	-1.0562e+00	[]	2	protein_coding	chr16	2253	17
SPG7	ENSG00000197912	ENST00000646399	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	482	4.8434e+02	2146	9.9516e-01	6.3899e-06	9.2300e-01	1.0730e+00	1.0652e-01	3.8901e-02	178	1.7771e+02	755	1.0016e+00	224	1.9464e+02	681	1.1509e+00	2.2428e-06	1.0310e+00	1.2860e+00	-2.1046e+00	-1.1471e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	1072	8
SPG7	ENSG00000197912	ENST00000646445	false	false	57	4.2505e+01	206	1.3410e+00	5.5745e-07	7.6878e-25	9.9768e-01	2.3170e-03	51	3.6468e+01	175	1.3985e+00	4.9162e-07	8.9240e-23	9.9668e-01	3.3224e-03	1.1160e+00	1.7570e+00	NA	NA	-2.4065e+00	-2.0390e+00	614	5.5589e+02	2599	1.1045e+00	5.7476e-06	1.0330e+00	1.1810e+00	-2.4648e+00	-9.0013e-01	211	2.2474e+02	1001	9.3888e-01	242	2.2855e+02	786	1.0588e+00	2.1650e-06	9.5300e-01	1.1780e+00	-8.8944e-01	-4.8478e-01	[]	2	protein_coding	chr16	1243	10
SPG7	ENSG00000197912	ENST00000646531	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	750	6.5524e+02	2910	1.1446e+00	6.8083e-06	1.0770e+00	1.2160e+00	-3.7021e+00	-1.3520e+00	225	2.3095e+02	978	9.7422e-01	347	2.7567e+02	983	1.2588e+00	2.8180e-06	1.1520e+00	1.3760e+00	-4.2963e+00	-2.3417e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	1533	11
SPG7	ENSG00000197912	ENST00000646589	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	245	1.3577e+02	650	1.8045e+00	1.8563e-06	1.6220e+00	1.9590e+00	-9.3737e+00	-3.4232e+00	50	3.6995e+01	225	1.3515e+00	119	6.5651e+01	238	1.8126e+00	1.1960e-06	1.5500e+00	1.9700e+00	-6.5843e+00	-3.5887e+00	["no_exp_lof","outlier_mis"]	2	nonsense_mediated_decay	chr16	384	4
SPG7	ENSG00000197912	ENST00000646716	false	false	55	3.8494e+01	190	1.4288e+00	5.0283e-07	7.4590e-25	9.9857e-01	1.4305e-03	55	3.8494e+01	190	1.4288e+00	5.0283e-07	8.1835e-25	9.9850e-01	1.5001e-03	1.1490e+00	1.7780e+00	NA	NA	-2.6605e+00	-2.2542e+00	678	5.4039e+02	2489	1.2547e+00	5.9452e-06	1.1770e+00	1.3370e+00	-5.9197e+00	-2.1619e+00	197	2.0998e+02	937	9.3816e-01	280	2.3274e+02	818	1.2031e+00	2.4330e-06	1.0900e+00	1.3280e+00	-3.0981e+00	-1.6886e+00	[]	2	protein_coding	chr16	1479	12
SPG7	ENSG00000197912	ENST00000646826	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	750	6.5524e+02	2910	1.1446e+00	6.8083e-06	1.0770e+00	1.2160e+00	-3.7021e+00	-1.3520e+00	225	2.3095e+02	978	9.7422e-01	347	2.7567e+02	983	1.2588e+00	2.8180e-06	1.1520e+00	1.3760e+00	-4.2963e+00	-2.3417e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	1533	11
SPG7	ENSG00000197912	ENST00000646930	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	696	5.9216e+02	2648	1.1754e+00	6.7959e-06	1.1040e+00	1.2510e+00	-4.2671e+00	-1.5583e+00	240	2.4286e+02	1061	9.8824e-01	327	2.4887e+02	887	1.3140e+00	2.8180e-06	1.2000e+00	1.4400e+00	-4.9528e+00	-2.6995e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	1389	10
SPG7	ENSG00000197912	ENST00000647032	false	false	73	6.1879e+01	281	1.1797e+00	1.1353e-06	4.1051e-29	9.9737e-01	2.6261e-03	73	6.1879e+01	281	1.1797e+00	1.1353e-06	4.5036e-29	9.9725e-01	2.7538e-03	9.7600e-01	1.4330e+00	NA	NA	-1.4138e+00	-1.1979e+00	884	8.6192e+02	3828	1.0256e+00	8.3320e-06	9.7000e-01	1.0840e+00	-7.5194e-01	-2.7460e-01	316	3.3423e+02	1438	9.4545e-01	372	3.4893e+02	1249	1.0661e+00	2.7384e-06	9.7900e-01	1.1620e+00	-1.2349e+00	-6.7308e-01	[]	2	protein_coding	chr16	1850	14
SPG7	ENSG00000197912	ENST00000647079	false	false	84	6.9412e+01	324	1.2102e+00	1.1371e-06	4.8334e-34	9.9948e-01	5.2350e-04	72	5.9824e+01	276	1.2035e+00	1.0077e-06	4.2691e-29	9.9787e-01	2.1335e-03	9.9400e-01	1.4640e+00	NA	NA	-1.5742e+00	-1.3338e+00	948	9.2480e+02	4154	1.0251e+00	7.8678e-06	9.7100e-01	1.0820e+00	-7.6287e-01	-2.7860e-01	395	4.0133e+02	1754	9.8423e-01	404	3.7752e+02	1317	1.0701e+00	2.7185e-06	9.8600e-01	1.1620e+00	-1.3629e+00	-7.4286e-01	[]	2	protein_coding	chr16	1977	14
SPG7	ENSG00000197912	ENST00000647227	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	2.6197e+01	125	2.2522e+00	3.6224e-07	1.6400e+00	1.9900e+00	-6.4089e+00	-2.3405e+00	NA	NA	NA	NA	20	1.1160e+01	52	1.7922e+00	2.2720e-07	1.1960e+00	1.9640e+00	-2.6464e+00	-1.4424e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	79	2
SRP54	6729	NM_001146282.2	false	false	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.1856e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	65	1.7777e+02	941	3.6564e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	NA	NA	NA	NA	NA
SRP54	6729	NM_003136.4	true	true	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.1894e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	66	1.6717e+02	884	3.9481e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	NA	NA	NA	NA	NA
SRP54	6729	XM_005268024.3	false	false	6	3.3349e+01	174	1.7991e-01	5.9421e-07	9.9981e-01	2.4033e-08	1.9439e-04	6	3.3349e+01	174	1.7991e-01	5.9421e-07	9.9981e-01	2.1904e-08	1.8580e-04	9.8000e-02	3.5500e-01	NA	NA	4.7359e+00	4.0127e+00	193	3.7700e+02	1982	5.1193e-01	2.9053e-06	4.5400e-01	5.7700e-01	9.4766e+00	3.4608e+00	27	8.5658e+01	439	3.1521e-01	106	1.1023e+02	467	9.6160e-01	1.1045e-06	8.2100e-01	1.1300e+00	4.0317e-01	2.1975e-01	[]	NA	NA	NA	NA	NA
SRP54	6729	XM_011537106.1	false	false	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.1894e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	66	1.6717e+02	884	3.9481e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	NA	NA	NA	NA	NA
SRP54	6729	XM_017021615.2	false	false	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4562e+02	2347	5.1389e-01	1.8790e-06	4.6000e-01	5.7300e-01	1.0262e+01	3.7475e+00	NA	NA	NA	NA	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	NA	NA	NA	NA	NA
SRP54	ENSG00000100883	ENST00000216774	true	true	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	1057	0	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.1894e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	66	1.6717e+02	884	3.9481e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	2	protein_coding	chr14	1512	15
SRP54	ENSG00000100883	ENST00000546080	false	false	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.2250e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	29	1.0677e+02	557	2.7161e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	2	protein_coding	chr14	1335	13
SRP54	ENSG00000100883	ENST00000555557	false	false	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.1894e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	66	1.6717e+02	884	3.9481e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	2	protein_coding	chr14	1320	13
SRP54	ENSG00000100883	ENST00000555746	false	false	6	3.3349e+01	174	1.7991e-01	5.9421e-07	9.9981e-01	2.4033e-08	1.9439e-04	6	3.3349e+01	174	1.7991e-01	5.9421e-07	9.9981e-01	2.1904e-08	1.8580e-04	9.8000e-02	3.5500e-01	NA	NA	4.7359e+00	4.0127e+00	193	3.7700e+02	1982	5.1193e-01	2.9053e-06	4.5400e-01	5.7700e-01	9.4766e+00	3.4608e+00	27	8.5658e+01	439	3.1521e-01	106	1.1023e+02	467	9.6160e-01	1.1045e-06	8.2100e-01	1.1300e+00	4.0317e-01	2.1975e-01	[]	2	protein_coding	chr14	1341	14
SRP54	ENSG00000100883	ENST00000556380	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	1.9559e+01	110	1.0226e+00	2.6383e-07	7.1800e-01	1.4840e+00	-9.9803e-02	-3.6447e-02	1	8.3430e-01	6	1.1986e+00	2	5.2744e+00	19	3.7919e-01	8.9319e-08	1.5400e-01	1.1850e+00	1.4258e+00	7.7710e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr14	165	4
SRP54	ENSG00000100883	ENST00000556994	false	false	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.1894e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	66	1.6717e+02	884	3.9481e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	2	protein_coding	chr14	1512	15
SRP54	ENSG00000100883	ENST00000677647	false	false	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.1894e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	66	1.6717e+02	884	3.9481e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	2	protein_coding	chr14	1512	15
SRP54	ENSG00000100883	ENST00000678477	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	1.0927e+02	604	7.1382e-01	1.6741e-06	5.9400e-01	8.6200e-01	2.9915e+00	1.0925e+00	9	3.2541e+01	183	2.7657e-01	32	3.2202e+01	131	9.9373e-01	4.6958e-07	7.4900e-01	1.3350e+00	3.5570e-02	1.9387e-02	["no_exp_lof"]	2	nonsense_mediated_decay	chr14	690	8
SRP54	ENSG00000100883	ENST00000678627	false	false	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.1674e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	28	9.9436e+01	515	2.8159e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	2	protein_coding	chr14	1422	14
SRP54	ENSG00000100883	ENST00000678836	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130	2.4176e+02	1299	5.3773e-01	2.6108e-06	4.6500e-01	6.2200e-01	7.1875e+00	2.6248e+00	16	6.1995e+01	322	2.5808e-01	73	7.4600e+01	317	9.7856e-01	9.0467e-07	8.0900e-01	1.1890e+00	1.8521e-01	1.0095e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr14	1017	11
SRP54	ENSG00000100883	ENST00000678963	false	false	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.8264e-10	1.1871e-05	6	3.8952e+01	207	1.5403e-01	6.2672e-07	9.9999e-01	2.5760e-10	1.1347e-05	8.3000e-02	3.0400e-01	NA	NA	5.2798e+00	4.4735e+00	229	4.4612e+02	2350	5.1332e-01	3.1894e-06	4.6000e-01	5.7300e-01	1.0280e+01	3.7540e+00	66	1.6717e+02	884	3.9481e-01	129	1.3290e+02	575	9.7066e-01	1.3494e-06	8.4000e-01	1.1230e+00	3.3825e-01	1.8436e-01	[]	2	protein_coding	chr14	1512	15
ST14	6768	NM_021978.4	true	true	44	9.6833e+01	454	4.5439e-01	1.0180e-06	1.6621e-03	5.3830e-07	9.9834e-01	44	9.6097e+01	451	4.5787e-01	1.0045e-06	1.2046e-03	6.3769e-07	9.9879e-01	3.5900e-01	5.8900e-01	NA	NA	5.3144e+00	4.5028e+00	1066	1.1874e+03	5366	8.9773e-01	1.0864e-05	8.5300e-01	9.4400e-01	3.5241e+00	1.2870e+00	343	4.4832e+02	2044	7.6508e-01	506	4.9196e+02	1570	1.0285e+00	4.5148e-06	9.5500e-01	1.1070e+00	-6.3302e-01	-3.4502e-01	[]	NA	NA	NA	NA	NA
ST14	ENSG00000149418	ENST00000278742	true	true	44	9.6833e+01	454	4.5439e-01	1.0180e-06	1.6621e-03	5.3830e-07	9.9834e-01	44	9.6097e+01	451	4.5787e-01	1.0045e-06	1.2046e-03	6.3769e-07	9.9879e-01	3.5900e-01	5.8900e-01	3791	2	5.3144e+00	4.5028e+00	1066	1.1874e+03	5366	8.9773e-01	1.0864e-05	8.5300e-01	9.4400e-01	3.5241e+00	1.2870e+00	343	4.4832e+02	2044	7.6508e-01	506	4.9196e+02	1570	1.0285e+00	4.5148e-06	9.5500e-01	1.1070e+00	-6.3302e-01	-3.4502e-01	[]	2	protein_coding	chr11	2565	19
STAMBP	10617	NM_001353967.2	false	false	30	4.8851e+01	245	6.1412e-01	9.6701e-07	1.9061e-06	5.4854e-03	9.9451e-01	29	4.7715e+01	239	6.0778e-01	9.4704e-07	3.8599e-06	5.1585e-03	9.9484e-01	4.5200e-01	8.2900e-01	NA	NA	2.7093e+00	2.2955e+00	461	5.3857e+02	2719	8.5598e-01	3.7926e-06	7.9200e-01	9.2500e-01	3.3423e+00	1.2206e+00	131	1.6964e+02	860	7.7223e-01	210	2.0111e+02	815	1.0442e+00	1.4186e-06	9.3200e-01	1.1710e+00	-6.2666e-01	-3.4156e-01	[]	NA	NA	NA	NA	NA
STAMBP	10617	NM_001353968.2	false	false	30	4.8851e+01	245	6.1412e-01	9.6701e-07	1.9061e-06	5.4854e-03	9.9451e-01	29	4.7715e+01	239	6.0778e-01	9.4704e-07	3.8599e-06	5.1585e-03	9.9484e-01	4.5200e-01	8.2900e-01	NA	NA	2.7093e+00	2.2955e+00	461	5.3857e+02	2719	8.5598e-01	3.7926e-06	7.9200e-01	9.2500e-01	3.3423e+00	1.2206e+00	131	1.6964e+02	860	7.7223e-01	210	2.0111e+02	815	1.0442e+00	1.4186e-06	9.3200e-01	1.1710e+00	-6.2666e-01	-3.4156e-01	[]	NA	NA	NA	NA	NA
STAMBP	10617	NM_001353969.2	false	false	29	4.7611e+01	242	6.0911e-01	9.6251e-07	3.5013e-06	5.5757e-03	9.9442e-01	28	4.5623e+01	231	6.1373e-01	9.4253e-07	4.6283e-06	6.7254e-03	9.9327e-01	4.5400e-01	8.4100e-01	NA	NA	2.6091e+00	2.2106e+00	440	5.1409e+02	2604	8.5588e-01	3.6628e-06	7.9100e-01	9.2600e-01	3.2676e+00	1.1933e+00	92	1.2973e+02	660	7.0915e-01	197	1.9235e+02	776	1.0242e+00	1.4186e-06	9.1100e-01	1.1530e+00	-3.3524e-01	-1.8272e-01	[]	NA	NA	NA	NA	NA
STAMBP	10617	NM_001353970.2	false	false	29	4.7611e+01	242	6.0911e-01	9.6251e-07	3.5013e-06	5.5757e-03	9.9442e-01	28	4.5623e+01	231	6.1373e-01	9.4253e-07	4.6283e-06	6.7254e-03	9.9327e-01	4.5400e-01	8.4100e-01	NA	NA	2.6091e+00	2.2106e+00	440	5.1409e+02	2604	8.5588e-01	3.6628e-06	7.9100e-01	9.2600e-01	3.2676e+00	1.1933e+00	92	1.2973e+02	660	7.0915e-01	197	1.9235e+02	776	1.0242e+00	1.4186e-06	9.1100e-01	1.1530e+00	-3.3524e-01	-1.8272e-01	[]	NA	NA	NA	NA	NA
